"baumnummer,C,20","hochwert,N,19,11","rechtswert,N,19,11","ga_lang,C,80","GEBIET,C,80","STRASSE,C,100"
" 228",6074127.79321,3528785.02918,"Corylus colurna, Baum-Hasel","Grünflächen","Volkspark"
" 2071",6073051.20138,3530138.86856,"Quercus  species, Eiche","KI Schulen","KTS Kurt-Tucholsky-Schule"
" 2072",6073036.4376,3530133.9473,"Quercus  species, Eiche","KI Schulen","KTS Kurt-Tucholsky-Schule"
" 532",6070036.49826,3524520.23575,"Fraxinus ornus, Blumen-Esche","Grünflächen","Gartenstadt Weiche ""Grüne Linie"""
" 534",6070042.68953,3524515.15574,"Fraxinus ornus, Blumen-Esche","Grünflächen","Gartenstadt Weiche ""Grüne Linie"""
" 570",6070090.12544,3524480.39824,"Fraxinus ornus, Blumen-Esche","Grünflächen","Gartenstadt Weiche ""Grüne Linie"""
" 1050",6074876.037,3527065.972,"Sorbus incana","Straßen","Bauer Landstraße"
" 20",6073441.431,3527602.909,"Gleditsia triacanthos ""Skyline"", Schmalkronige Gleditsie''","Straßen","Knuthstraße / Marienstraße"
" 101",6072921.02004,3528627.64063,"Prunus umineko","Grünflächen","Bismarckstr./Goetheschule"
" 103",6072914.12333,3528627.85415,"Prunus umineko","Grünflächen","Bismarckstr./Goetheschule"
" 155",6073008.95101,3528628.34535,"Betula utilis 'Doorenbos'","Grünflächen","Bismarckstr./Clädenstr."
" 430",6076032.9947,3529389.26843,"Liriodendron tulipifera, Tulpenbaum","Grünflächen","Sonwik"
" 15",6073675.52566,3528493.87193,"Zelkova serrata 'Green Vase'","Kinder- und Jugendförderung","KSP Friedagang"
" 5",6072381.14084,3528593.50878,"Fraxinus pennsylvanica 'Summit'","Grünflächen","WW Johannisallee"
" 10",6072930.859,3529205.267,"Gleditsia triacanthos 'Sunburst'","Straßen","Am Lustgarten"
" 20",6072925.41,3529200.961,"Gleditsia triacanthos 'Sunburst'","Straßen","Am Lustgarten"
" 30",6071319.1862,3527787.61114,"Acer monspessulanum, Französischer Ahorn","Kinder- und Jugendförderung","KSP Zur Bleiche"
" 15",6073937.77994,3529709.35773,"Castanea sativa, Eßkastanie","Straßen","Alt Fruerlundhof"
" 23",6073933.49368,3529715.94587,"Castanea sativa, Eßkastanie","Straßen","Alt Fruerlundhof"
" 140",6073849.32956,3529813.89481,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 150",6073846.02226,3529819.18649,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 160",6073842.84725,3529824.8089,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 170",6073837.95245,3529833.87089,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 180",6073834.77744,3529839.62559,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 195",6073830.30598,3529848.02613,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 205",6073824.98784,3529856.83677,"Robinia pseudoacacia 'Bessoniana', Kegel-Robinie","Straßen","Alt Fruerlundhof"
" 175",6075752.59651,3530722.16609,"Gleditsia triacanthos 'Sunburst'","Straßen","Marrensdamm (S)"
" 200",6075739.76785,3530720.35119,"Gleditsia triacanthos 'Sunburst'","Straßen","Marrensdamm (S)"
" 210",6075735.597,3530715.35305,"Gleditsia triacanthos 'Sunburst'","Straßen","Marrensdamm (S)"
" 230",6074110.59188,3530047.23007,"Koelreuteria paniculata, Blasenesche","Extensiv und Ausgleichflächen","EX Fruerlund"
" 240",6074108.31646,3530055.32634,"Koelreuteria paniculata, Blasenesche","Extensiv und Ausgleichflächen","EX Fruerlund"
" 95",6074485.52115,3530701.86613,"Magnolia kobus, Kobushi-Magnolie","Straßen","Schottweg/Merkurstraße Tunnel"
" 100",6074480.54697,3530707.1578,"Magnolia kobus, Kobushi-Magnolie","Straßen","Schottweg/Merkurstraße Tunnel"
" 105",6074475.04363,3530711.81448,"Magnolia kobus, Kobushi-Magnolie","Straßen","Schottweg/Merkurstraße Tunnel"
" 115",6074469.30216,3530715.96845,"Magnolia kobus, Kobushi-Magnolie","Straßen","Schottweg/Merkurstraße Tunnel"
" 150",6074403.34388,3530769.86214,"Crataegus x prunifolia, Pflaumenblättriger Weißdorn","Straßen","Schottweg/Merkurstraße Tunnel"
" 160",6074392.82354,3530778.51128,"Crataegus x prunifolia, Pflaumenblättriger Weißdorn","Straßen","Schottweg/Merkurstraße Tunnel"
" 70",6074448.081,3531250.188,"Fraxinus pennsylvanica 'Summit'","Grünflächen","Kauslundlücke  ( ÖG )"
" 410",6074403.86904,3531234.47172,"Fraxinus pennsylvanica 'Summit'","Grünflächen","Kauslundlücke  ( ÖG )"
" 420",6074420.1674,3531231.40255,"Fraxinus pennsylvanica 'Summit'","Grünflächen","Kauslundlücke  ( ÖG )"
" 430",6074431.00875,3531230.60803,"Fraxinus pennsylvanica 'Summit'","Grünflächen","Kauslundlücke  ( ÖG )"
" 415",6074412.12405,3531233.30755,"Fraxinus pennsylvanica 'Summit'","Grünflächen","Kauslundlücke  ( ÖG )"
" 240",6074294.62956,3531251.17315,"Acer platanoides ""Royal Red""","Grünflächen","Kauslundlücke  ( ÖG )"
" 60",6073868.1762,3531463.9354,"Malus tschonoskii, Zierapfel","Extensiv und Ausgleichflächen","EX Naturnahes Spielen Vogelsanger Weg"
" 70",6073861.74681,3531467.82479,"Malus tschonoskii, Zierapfel","Extensiv und Ausgleichflächen","EX Naturnahes Spielen Vogelsanger Weg"
" 80",6073855.95243,3531471.47604,"Malus tschonoskii, Zierapfel","Extensiv und Ausgleichflächen","EX Naturnahes Spielen Vogelsanger Weg"
" 30",6073889.62,3531445.53,"Malus tschonoskii, Zierapfel","Extensiv und Ausgleichflächen","EX Naturnahes Spielen Vogelsanger Weg"
" 40",6073885.11592,3531450.7381,"Malus tschonoskii, Zierapfel","Extensiv und Ausgleichflächen","EX Naturnahes Spielen Vogelsanger Weg"
" 45",6073879.18924,3531455.60644,"Malus tschonoskii, Zierapfel","Extensiv und Ausgleichflächen","EX Naturnahes Spielen Vogelsanger Weg"
" 80",6072506.22906,3531180.71869,"Quercus rubra, Amerikanische Roteiche","Grünflächen","Struvelücke Grünfläche"
" 30",6072468.12,3530609.171,"Amelanchier arborea 'Robin Hill'","Straßen","Brombeerhof"
" 45",6071109.41685,3528162.78974,"Prunus x schmittii, Zierkirsche","Grünflächen","TBZ Grundstück und Gebäude"
" 55",6071108.58341,3528171.12413,"Prunus x schmittii, Zierkirsche","Grünflächen","TBZ Grundstück und Gebäude"
" 60",6071107.77643,3528181.06587,"Prunus x schmittii, Zierkirsche","Grünflächen","TBZ Grundstück und Gebäude"
" 82",6071105.80528,3528198.46887,"Prunus x schmittii, Zierkirsche","Grünflächen","TBZ Grundstück und Gebäude"
" 100",6071103.06684,3528222.91642,"Prunus x schmittii, Zierkirsche","Grünflächen","TBZ Grundstück und Gebäude"
" 110",6071102.2334,3528229.82206,"Prunus x schmittii, Zierkirsche","Grünflächen","TBZ Grundstück und Gebäude"
" 10",6072913.70374,3530029.00083,"Acer campestre 'Huibers elegant'","Extensiv und Ausgleichflächen","EX Richard-Wagner-Straße"
" 20",6072924.02251,3530031.38209,"Acer campestre 'Huibers elegant'","Extensiv und Ausgleichflächen","EX Richard-Wagner-Straße"
" 30",6072931.16627,3530032.96959,"Fagus sylvatica, Rotbuche","Extensiv und Ausgleichflächen","EX Richard-Wagner-Straße"
" 40",6072936.88129,3530015.98331,"Quercus rubra, Amerikanische Roteiche","Extensiv und Ausgleichflächen","EX Richard-Wagner-Straße"
" 50",6072964.50384,3530021.38082,"Quercus frainetto, Ungarische Eiche","Extensiv und Ausgleichflächen","EX Richard-Wagner-Straße"
" 10",6069461.7604,3528316.12168,"Alnus x spaethii, Purpur-Erle","Extensiv und Ausgleichflächen","EX Hornhölzer Höhen"
" 9873",6071433.68788,3526301.33415,"Chamaecyparis pisifera 'Plumosa', Sorte der Sawara-Scheinzypresse","Flensburger Friedhöfe AöR","Friedenshügel (O1515012)"
" 30",6071143.26135,3530034.43865,"Prunus padus, Trauben-Kirsche","Straßen","Claire-Morre-Straße"
" 90",6072519.83286,3531196.68552,"Prunus padus, Trauben-Kirsche","Grünflächen","Struvelücke Grünfläche"
" 5085",6075676.16625,3527651.51856,"Parrotia persica 'Vanessa'","Grünflächen","Wolfgang-Prinz-Park"
" 5160",6075691.44597,3527659.72066,"Parrotia persica 'Vanessa'","Grünflächen","Wolfgang-Prinz-Park"
" 5230",6075691.66028,3527669.94683,"Parrotia persica 'Vanessa'","Grünflächen","Wolfgang-Prinz-Park"
" 1625",6075699.18505,3527687.17123,"Castanea sativa, Eßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 2488",6075770.51686,3527675.00038,"tilia cordata 'Rancho'","Grünflächen","Wolfgang-Prinz-Park"
" 2484",6075790.73107,3527674.04788,"tilia cordata 'Rancho'","Grünflächen","Wolfgang-Prinz-Park"
" 2486",6075780.57105,3527674.47121,"tilia cordata 'Rancho'","Grünflächen","Wolfgang-Prinz-Park"
" 55",6070346.44222,3524697.45905,"Fraxinus ornus, Blumen-Esche","Grünflächen","Naturnaher Grünzug Gartenstadt Weiche"
" 76",6070376.9752,3524711.9847,"Fraxinus ornus, Blumen-Esche","Grünflächen","Naturnaher Grünzug Gartenstadt Weiche"
" 77",6070388.90793,3524718.16273,"Fraxinus ornus, Blumen-Esche","Grünflächen","Naturnaher Grünzug Gartenstadt Weiche"
" 750",6070327.80758,3524393.28033,"Tilia platyphyllus Rubra","Grünflächen","Gartenstadt Weiche ""Grüne Linie"""
" 160",6076475.69264,3530462.22995,"Koelreuteria paniculata, Blasenesche","Grünflächen","Fördestr./Twedter Mark"
" 305",6073500.38426,3526927.25332,"Carpinus  species, Hainbuche","Kinder- und Jugendförderung","KSP Am Schützenhof"
" 310",6073506.66813,3526923.28456,"Carpinus  species, Hainbuche","Kinder- und Jugendförderung","KSP Am Schützenhof"
" 610",6072689.07,3527310.885,"Fraxinus ornus 'Obelisk'","Straßen","Mathildenstraße"
" 30",6074155.55755,3527759.72364,"Amelanchier arborea 'Robin Hill'","Straßen","Nordertor"
" 60",6075000.11706,3529822.04389,"Tilia tomentosa 'Szeleste'","Straßen","Elbestraße"
" 30",6074836.10809,3529452.29595,"Nyssa sylvatica, Wald-Tupelobaum","Übernahme noch nicht erfolgt","Fichtestraße"
" 25",6074816.97249,3529505.73929,"Malus 'Everest'","Übernahme noch nicht erfolgt","Travestraße"
" 70",6074783.07929,3529550.03063,"Sorbus commixta 'Dodong'","Straßen","Travestraße"
" 80",6074768.15676,3529562.2544,"Sorbus commixta 'Dodong'","Straßen","Travestraße"
" 157",6072540.8944,3526804.36994,"Sorbus incana","Straßen","Marienallee"
" 10",6072404.5976,3530077.89825,"Ulmus glabra, Berg-Ulme","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 20",6072400.69498,3530077.43523,"Ulmus glabra, Berg-Ulme","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 30",6072387.13506,3530078.36128,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 40",6072382.04182,3530079.02273,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 50",6072373.08566,3530079.44607,"Populus tremula, Espe","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 60",6072369.78277,3530081.51423,"Populus tremula, Espe","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 70",6072361.51452,3530080.78663,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 80",6072354.50305,3530081.1835,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 90",6072350.59052,3530082.9033,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 100",6072344.63738,3530082.77101,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 110",6072340.53633,3530082.77101,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 120",6072338.02278,3530082.70486,"Ulmus glabra, Berg-Ulme","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 130",6072330.21756,3530085.15226,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 140",6072325.45505,3530085.94601,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 150",6072322.51817,3530087.51588,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 160",6072320.45442,3530087.41004,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 170",6072319.60775,3530087.35713,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 180",6072316.59149,3530085.29337,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 190",6072313.1519,3530085.24046,"Populus x berolinensis, Berliner Lorbeer-Pappel","KI Sportplätze","Sportanlage Adelby Ringstraße 7"
" 10",6070153.65387,3526311.64522,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 20",6070147.70073,3526305.13646,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 30",6070144.12885,3526301.72332,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 40",6070122.93568,3526282.59391,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 50",6070111.41306,3526268.23759,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 60",6070112.14066,3526265.39331,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 70",6070107.97347,3526264.00425,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 80",6070103.80627,3526261.55685,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 90",6070102.68179,3526260.10164,"Acer pseudoplatanus, Berg-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 100",6070082.85564,3526276.10675,"Populus x canadensis, Kanadische-Hybrid-Pappel","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 110",6070068.67394,3526288.27761,"Quercus robur, Stiel-Eiche","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 120",6070071.63728,3526292.19345,"Acer pseudoplatanus, Berg-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 260",6070166.5918,3526210.5367,"Tilia  species, Linde","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 270",6070137.92679,3526242.76831,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 280",6070120.18379,3526256.35204,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 150",6070104.39938,3526361.56514,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 160",6070106.78063,3526363.54952,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 170",6070109.09574,3526365.7191,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 140",6070133.23902,3526332.7255,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 190",6070141.63956,3526381.27664,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 200",6070225.62046,3526438.65429,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 210",6070209.4147,3526366.22446,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 220",6070278.58133,3526373.69895,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 230",6070299.74804,3526249.34454,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 240",6070229.98609,3526172.08605,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 250",6070187.91726,3526204.1007,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
"B 130",6070079.46897,3526325.44283,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Weiche Bredstedter Straße 2"
" 10",6073915.91365,3527133.66615,"Tilia  species, Linde","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 20",6073923.98346,3527131.81406,"Tilia  species, Linde","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 30",6073925.0418,3527130.35885,"Tilia  species, Linde","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 40",6073915.51678,3527136.57657,"Crataegus crus-galli, Hahnensporn-Weißdorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 50",6073914.19386,3527142.13283,"Sorbus intermedia, Schwedische Mehlbeere","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 60",6073913.00323,3527147.82139,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 80",6073914.06157,3527161.71204,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 90",6073927.02618,3527167.2683,"Crataegus crus-galli, Hahnensporn-Weißdorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 100",6073927.68764,3527161.44746,"Fraxinus excelsior, Gemeine Esche","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 110",6073928.48139,3527156.15578,"Fraxinus excelsior, Gemeine Esche","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 120",6073930.86264,3527146.63076,"Quercus robur, Stiel-Eiche","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 130",6073930.86264,3527145.17555,"Sorbus intermedia, Schwedische Mehlbeere","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 140",6073931.92098,3527140.80991,"Sorbus intermedia, Schwedische Mehlbeere","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 150",6073930.73035,3527131.54948,"Acer pseudoplatanus, Berg-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 160",6073936.4189,3527136.0474,"Tilia  species, Linde","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 170",6073951.36789,3527139.3547,"Tilia  species, Linde","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 180",6073949.91268,3527145.44013,"Tilia  species, Linde","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 190",6073948.98664,3527150.20264,"Sorbus intermedia, Schwedische Mehlbeere","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 200",6073947.79601,3527154.70057,"Crataegus crus-galli, Hahnensporn-Weißdorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 210",6073946.47309,3527159.85995,"Crataegus crus-galli, Hahnensporn-Weißdorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 220",6073945.94392,3527165.28392,"Sorbus intermedia, Schwedische Mehlbeere","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 230",6073945.15017,3527170.04643,"Crataegus crus-galli, Hahnensporn-Weißdorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 240",6073959.30541,3527147.42451,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 250",6073970.68251,3527146.10159,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 260",6073981.92733,3527158.66932,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 270",6074035.86936,3527146.92842,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 280",6074036.66311,3527140.10215,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 290",6074036.02811,3527130.73588,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 300",6074037.45687,3527125.49712,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 320",6074058.92785,3527116.01179,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 330",6074053.70232,3527109.33105,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 340",6074058.46483,3527108.33886,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 350",6074077.43549,3527108.18011,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
" 360",6074078.94362,3527109.21199,"Acer platanoides, Spitz-Ahorn","KI Sportplätze","Sportanlage Eckenerstraße 24"
