6071881.54000,3528176.58700
6074935.94000,3527374.24000
6075030.49000,3527583.63000
6074990.69900,3526838.43200
6075204.53100,3526567.19000
6071956.83576,3528206.10531
6071967.80464,3528210.21864
6072594.93600,3528317.45900
6072536.70000,3527589.92000
6070660.61000,3527673.32100
6070626.34900,3527974.02500
6072972.65800,3528883.62200
6073124.63200,3528740.64300
6072445.97900,3530717.07100
6074309.72000,3526542.74000
6072755.50600,3527072.84200
6073637.96000,3526608.08000
6076110.34300,3530740.52300
6076087.65011,3530741.52153
6072239.97800,3528187.24600
6070667.53500,3525842.98700
6069485.22327,3526091.95104
6069470.30580,3526084.68963
6075686.71400,3529823.95100
6075400.61700,3530186.90800
6075154.09900,3531253.07700
6076020.07874,3527624.75695
6075716.35948,3527754.81078
6075655.25972,3527755.51358
6073860.85200,3528337.48600
6073409.86700,3527481.83400
6073387.79500,3527474.39900
6073382.44800,3527472.06900
6072477.53700,3528967.76500
6072625.33100,3531558.58400
6072564.34787,3531254.52826
6072381.38000,3531293.44000
6076385.66083,3530420.75780
6073825.11000,3528359.94000
6072097.73371,3528402.27227
6072103.69967,3528419.78906
6072429.70900,3525454.73400
6075308.93000,3529422.84000
6072902.86000,3528251.60000
6072910.25000,3528248.43000
6072916.52000,3528247.24000
6071382.65800,3527919.33600
6071377.82900,3527944.79700
6073616.17881,3526945.06806
6073599.56560,3526920.48651
6075564.38985,3527283.09075
6075566.21548,3527289.83764
6075569.86674,3527290.79014
6075570.18424,3527303.64892
6074900.03912,3528721.47259
6072608.66471,3526496.44343
6072631.13781,3526416.35286
6072795.97026,3528987.29676
6072789.42336,3528939.42362
6075175.82415,3529710.87011
6075119.69819,3529725.05070
6071537.56669,3527660.80388
6075821.44355,3530799.99269
6073791.97428,3529570.92847
6072222.92854,3530078.00650
6072094.72836,3530118.41190
6071870.15752,3530237.04537
6072015.08577,3530189.05431
6072128.27474,3530133.33295
6072141.45102,3530127.45919
6073345.54500,3531014.66500
6073543.46600,3530872.67400
6072718.72354,3530743.60569
6072720.54917,3530746.93945
6073386.22400,3527481.90900
6073368.41400,3527470.67300
6073749.56700,3530073.74100
6072086.72388,3527231.65169
6074364.17522,3526502.50588
6073995.38568,3527734.83959
6071893.01435,3528276.70912
6072226.29454,3527518.79989
6074933.55317,3529519.70967
6073165.87993,3530191.74900
6076731.96279,3531148.10373
6076678.58920,3531145.43102
6074685.90344,3530019.58625
6072649.47896,3527070.18660
6072596.60022,3527122.17981
6072621.90105,3527071.83116
6072651.04768,3527042.65431
6073605.50148,3526944.45086
6073776.33911,3529185.01717
6074081.41130,3529740.68418
6073722.38557,3528432.26747
6074829.98525,3526919.73069
6074826.01201,3526920.89617
6074803.22151,3526947.37119
6074762.33821,3526851.03044
6074732.12238,3526879.42917
6074723.98976,3527012.70837
6074711.70523,3527002.00764
6071861.44471,3530268.73663
6071868.00639,3530265.45579
6071887.69143,3530255.08411
6071917.53649,3530256.24827
6071927.27317,3530241.11408
6071954.89573,3530221.64070
6072132.53240,3529675.89178
6070541.18216,3524813.15635
6074134.01017,3529294.00284
6072658.21164,3527177.19141
6073608.75113,3530596.16341
6070372.98519,3528601.54262
6071331.22841,3527273.06923
6071052.62161,3527158.76900
6070901.80881,3527113.52516
6073768.63635,3528708.57891
6073784.11450,3529206.65803
6073791.25827,3529518.99928
6074621.76109,3530930.22409
6074648.73974,3530933.14980
6073154.57171,3527832.19781
6073136.79244,3527841.53536
6073124.44255,3527850.38834
6073457.82217,3529033.65499
6072292.61670,3530348.08761
6074121.89037,3527308.91503
6074394.40692,3526925.03604
6076589.91089,3531355.83885
6072126.70684,3528643.90327
6075163.68302,3529778.37030
6072577.93126,3526520.64260
6072684.75699,3527799.18216
6072682.13761,3527789.81589
6071173.50611,3528452.44455
6072541.69394,3528037.43992
6072435.58641,3527830.72367
6072087.14831,3527420.40346
6072623.88629,3527185.39351
6076518.21612,3527191.57163
6075688.98412,3527217.72285
6071981.45211,3527261.47014
6071907.61293,3527166.65210
6075288.24164,3530288.60324
6075236.66432,3530353.14517
6071820.79090,3526858.47353
6074974.61323,3529919.74211
6074974.77199,3529910.58751
6073341.30435,3530265.10565
6070380.58354,3524955.72158
6071319.18620,3527787.61114
6072506.22906,3531180.71869
6073455.74225,3531194.03445
6073464.63227,3531156.09313
6073499.55734,3531141.32935
6074210.84129,3527072.60432
6074270.95474,3527039.58426
6074223.54132,3527111.59340
6074244.49636,3527115.82674
6074951.63063,3527103.54529
6075532.66871,3526295.78338
6074799.26706,3526438.87420
6074852.18384,3526494.11932
6074775.56035,3526591.69784
6074666.76347,3526360.98072
6074392.12044,3526547.67255
6074359.84121,3526589.47680
6074300.70672,3526551.77360
6073364.37935,3530156.67175
6073339.19097,3530146.51173
6073326.49094,3530138.25671
6073326.91428,3530117.30167
6073283.31086,3530116.03167
6073231.02908,3530119.41834
6071934.78704,3524753.83711
6071433.09174,3527307.09768
6072343.80211,3527794.26174
6072378.85947,3527919.27761
6072351.40890,3527879.92076
6072342.80992,3527835.27223
6071992.20388,3526793.01534
6072010.46016,3526774.28280
6070353.36021,3528950.58099
6070318.69973,3528946.34765
6071476.83605,3529031.76601
6071444.66265,3528994.51260
6071454.61100,3528944.13583
6071659.62360,3528858.68890
6071611.33705,3528849.09773
6071643.61473,3528829.52919
6071672.18978,3528789.57703
6071836.87408,3527083.16478
6071766.65786,3526873.64938
6075027.16069,3530528.04776
6075424.54247,3530325.86600
6075528.48405,3530186.54730
6075562.61536,3530219.88487
6075537.74448,3530248.45993
6075480.32978,3530252.69327
6072087.70102,3527319.41061
6074634.29971,3526843.55262
6074622.66663,3526661.97666
6074581.17988,3526740.50515
6074633.88499,3526714.68177
6077031.76909,3530499.13482
6072856.39265,3528707.89517
6076648.23311,3531449.63736
6076727.18494,3531624.89771
6076663.47314,3531600.34433
6077343.41733,3532454.45088
6077430.33313,3532460.00714
6071884.38828,3525940.27929
6071824.53942,3525982.03063
6074937.21932,3530081.49704
6074888.32423,3530080.70329
6074871.59060,3530146.83723
6075886.10155,3530141.36013
6076491.69759,3526656.57172
6072466.53490,3529573.98062
